"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.725962108179968,0.570901743234342,0.907552148817001,0.570584223793309,0.486680712299662,0.64981761624949,0.999999999999999,0.353951498600529,0.907470240197594,0.999999999999996,0.373415320244227,0.575771858150631,0.913100739012132,0.737188046886767,0.560415240549281,0.911592316399623,0.999999999999984,0.819930873145813,0.535131381013413,0.649492021605057
"2",0.57971450160558,0.829569424771369,0.911276994646342,0.182408392170576,0.825292048738377,0.254354661407429,0.911197182359587,0.57961943611601,0.570204656221521,0.911115258370365,0.912787786689422,0.448129075951468,0.386803371258621,0.999999999999991,0.447144821676482,0.74016071263952,0.822299280332601,0.442844810059082,0.227502380979829,0.911880712948712
"3",0.911922884676458,0.831267992396925,0.436267622813375,0.430618374854009,0.911922884676458,0.37546134426298,0.740621175993804,0.311071236941305,0.74280189109257,0.911217330217797,0.399681760244895,0.666217832161408,0.391505416556468,0.456522459158989,0.831695075716901,0.668274150887798,0.735414955299018,0.383074011129129,0.169372344737398,0.740160712639519
"4",0.458428008648311,0.914215428537669,0.222149133872707,0.195093746434419,0.744497073764308,0.448340297935138,0.913687336890743,0.650816922903216,0.830479361702493,0.427397139141541,0.602892637405361,0.277737778037014,0.513619491744211,0.755237935858514,0.831938348848714,0.830598032852689,0.99999999999999,0.27241810657957,0.238807475258604,0.748505474453357
"5",0.999999999999993,0.665551137587204,0.834617985932817,0.276072889919395,0.746716337102812,0.269046974219795,0.829136475394287,0.647772032407469,0.51419651437567,0.73836621257338,0.999999999999995,0.277948522320008,0.663341278591767,0.755353241345559,0.831977998823737,0.830675905478978,0.74039391771253,0.520687450713259,0.121559596353206,0.914947704529157
"6",0.915615676181517,0.83031755670706,0.835829505987738,0.379557056137474,0.744795361114194,0.226586216844275,0.999999999999995,0.493418497472282,0.444768919366736,0.22155177973878,0.829328830047103,0.597816332025386,0.749228071032485,0.67682574472677,0.915926375153151,0.999999999999997,0.73831087602684,0.448340297935149,0.123926090583486,0.914990250067126
"7",1,0.675532396757742,0.597556373152213,0.383759798429709,0.451785247504322,0.277737778037022,0.913707134042856,0.56995241067291,0.452532317641777,0.82759148502625,0.671520628279066,0.278052954657742,0.999999999999994,0.672020561964074,0.518215301924063,0.834658054600067,0.574405963318891,0.668650622686677,0.206684510159736,0.587550771339419
"8",0.832863113470498,0.831653611500285,0.521666971283912,0.329431024684386,0.736087137619068,0.153400113559062,0.827708033331009,0.822586855033504,0.668870845376609,0.577920222957388,0.751439968879558,0.385366138863413,0.751267336076121,0.595297682495895,0.999999999999993,0.537427150019756,0.50668877704889,0.66872449306584,0.145324411693916,0.513619491744205
"9",0.999999999999997,0.584447121648029,0.277948522320006,0.203204785727613,0.823012940031329,0.230747796210967,0.914442316965418,0.426704333093877,0.230544418760657,0.913647362237931,0.999999999999986,0.278156767726262,0.830637091756128,0.834931639365592,0.915926375153153,0.832095461401261,0.663626262939712,0.448548901108503,0.323110615735911,0.58781539369278
"10",0.830276450240663,0.663122768549909,0.594881943064029,0.588075030642256,0.584619875040865,0.0968349237469849,0.827746392541393,0.573739587094736,0.392757119904288,0.366996571250986,0.749569170039449,0.67180894628056,0.830675905478978,0.592267932946588,0.749569170039438,0.449059263158028,0.0936221597429453,0.325986914317586,0.172676963324348,0.829018106376125
